EmployeeNumber,Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Gender,HourlyRate,JobLevel,JobRole,MaritalStatus,MonthlyIncome,MonthlyRate,OverTime,PercentSalaryHike,PerformanceRating,StandardHours,StockOptionLevel,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
1522,29,Travel_Rarely,224,Research & Development,1,Male,100,1,Research Scientist,Single,2362,7568,No,13,3,80,0,9,7,0,7
1523,44,Travel_Rarely,136,Research & Development,28,Male,32,4,Research Director,Married,16328,22074,No,13,3,80,1,20,6,14,17
1525,39,Travel_Rarely,1089,Research & Development,6,Female,32,3,Marketing Director,Single,8376,9150,No,18,3,80,0,2,0,2,2
1527,46,Travel_Rarely,228,Sales,3,Female,51,4,Manager,Married,16606,11380,No,12,3,80,1,13,12,5,1
1529,35,Travel_Rarely,1029,Research & Development,16,Female,91,3,Brand Representative,Single,8606,21195,No,19,3,80,0,11,8,3,3
1533,23,Travel_Rarely,507,Research & Development,20,Male,97,2,Technician,Single,2272,24812,No,14,3,80,0,4,3,1,2
1534,40,Travel_Rarely,676,Research & Development,9,Male,86,1,Technician,Single,2018,21831,No,14,3,80,0,5,4,1,0
1535,34,Travel_Rarely,971,Sales,1,Male,64,3,Sales Executive,Married,7083,12288,Yes,14,3,80,0,10,9,8,6
1537,31,Travel_Frequently,561,Research & Development,3,Female,33,1,Research Scientist,Single,4084,4156,No,12,3,80,0,7,2,7,7
1539,50,Travel_Frequently,333,Research & Development,22,Male,88,4,Research Director,Single,14411,24450,Yes,13,3,80,0,32,6,13,9
1541,34,Travel_Rarely,1440,Sales,7,Male,55,1,Sales Representative,Married,2308,4944,Yes,25,4,80,1,11,10,5,7
1542,42,Travel_Rarely,1210,Research & Development,2,Male,68,1,Technician,Married,4841,24052,No,14,3,80,1,1,0,0,0
1543,37,Travel_Rarely,674,Research & Development,13,Male,47,2,Research Scientist,Married,4285,3031,No,17,3,80,0,10,8,3,7
1544,29,Travel_Rarely,441,Research & Development,8,Female,39,2,Brand Representative,Married,9715,7288,No,13,3,80,1,7,7,0,7
1545,33,Travel_Rarely,575,Research & Development,25,Male,44,2,Marketing Director,Single,4320,24152,No,13,3,80,0,5,3,0,2
1546,45,Travel_Rarely,950,Research & Development,28,Male,97,1,Research Scientist,Married,2132,4585,No,20,4,80,1,5,4,0,3
1547,42,Travel_Frequently,288,Research & Development,2,Male,40,3,Brand Representative,Married,10124,18611,Yes,14,3,80,1,20,8,13,9
1548,40,Travel_Rarely,1342,Sales,9,Male,47,2,Sales Executive,Married,5473,19345,No,12,3,80,0,8,4,7,1
1549,33,Travel_Rarely,589,Research & Development,28,Male,79,2,Technician,Married,5207,22949,Yes,12,3,80,1,15,14,5,7
1550,40,Travel_Rarely,898,Human Resources,6,Male,38,4,Manager,Single,16437,17381,Yes,21,4,80,0,21,7,7,7
1551,24,Travel_Rarely,350,Research & Development,21,Male,57,1,Technician,Divorced,2296,10036,No,14,3,80,3,1,1,0,0
1552,40,Non-Travel,1142,Research & Development,8,Male,72,2,Brand Representative,Divorced,4069,8841,Yes,18,3,80,0,2,2,2,2
1553,45,Travel_Rarely,538,Research & Development,1,Male,66,3,Brand Representative,Divorced,7441,20933,No,12,3,80,3,10,8,7,7
1554,35,Travel_Rarely,1402,Sales,28,Female,98,1,Sales Representative,Married,2430,26204,No,23,4,80,2,5,3,4,2
1555,32,Travel_Rarely,824,Research & Development,5,Female,67,2,Research Scientist,Married,5878,15624,No,12,3,80,1,7,1,2,5
1556,36,Travel_Rarely,1157,Sales,2,Male,70,1,Sales Representative,Single,2644,17001,Yes,21,4,80,0,3,2,1,2
1557,48,Travel_Rarely,492,Sales,16,Female,96,2,Sales Executive,Divorced,6439,13693,No,14,3,80,1,8,7,7,7
1558,29,Travel_Rarely,598,Research & Development,9,Male,91,1,Research Scientist,Married,2451,22376,No,18,3,80,2,1,0,0,0
1560,33,Travel_Rarely,1242,Sales,8,Male,46,2,Sales Executive,Married,6392,10589,No,13,3,80,1,2,2,2,2
1562,30,Travel_Rarely,740,Sales,1,Male,64,2,Sales Executive,Married,9714,5323,No,11,3,80,1,10,8,6,7
1563,38,Travel_Frequently,888,Human Resources,10,Male,71,2,Human Resources,Married,6077,14814,No,11,3,80,0,6,3,1,2
1564,35,Travel_Rarely,992,Research & Development,1,Male,68,1,Technician,Single,2450,21731,No,19,3,80,0,3,0,1,2
1568,30,Travel_Rarely,1288,Sales,29,Male,33,3,Sales Executive,Married,9250,17799,No,12,3,80,1,4,2,1,3
1569,35,Travel_Rarely,104,Research & Development,2,Female,69,1,Technician,Divorced,2074,26619,Yes,12,3,80,1,1,0,0,0
1572,53,Travel_Rarely,607,Research & Development,2,Female,78,3,Marketing Director,Married,10169,14618,No,16,3,80,1,33,7,1,9
1573,38,Travel_Rarely,903,Research & Development,2,Male,81,2,Marketing Director,Married,4855,7653,No,11,3,80,2,5,2,1,4
1574,32,Non-Travel,1200,Research & Development,1,Male,62,2,Research Scientist,Married,4087,25174,No,14,3,80,1,6,5,1,2
1576,48,Travel_Rarely,1108,Research & Development,15,Female,65,1,Research Scientist,Married,2367,16530,No,12,3,80,1,8,2,7,6
1577,34,Travel_Rarely,479,Research & Development,7,Male,35,1,Research Scientist,Single,2972,22061,No,13,3,80,0,1,0,0,0
1578,55,Travel_Rarely,685,Sales,26,Male,60,5,Manager,Married,19586,23037,No,21,4,80,1,36,6,2,13
1580,34,Travel_Rarely,1351,Research & Development,1,Male,45,2,Research Scientist,Married,5484,13008,No,17,3,80,1,2,2,2,1
1581,26,Travel_Rarely,474,Research & Development,3,Female,89,1,Research Scientist,Married,2061,11133,No,21,4,80,0,1,0,0,0
1582,38,Travel_Rarely,1245,Sales,14,Male,80,2,Sales Executive,Married,9924,12355,No,11,3,80,1,9,8,7,7
1583,38,Travel_Rarely,437,Sales,16,Female,90,2,Sales Executive,Single,4198,16379,No,12,3,80,0,3,2,1,2
1585,36,Travel_Rarely,884,Sales,1,Female,73,2,Sales Executive,Single,6815,21447,No,13,3,80,0,1,0,0,0
1586,29,Travel_Rarely,1370,Research & Development,3,Male,87,1,Technician,Single,4723,16213,Yes,18,3,80,0,10,9,1,5
1587,35,Travel_Rarely,670,Research & Development,10,Female,51,2,Brand Representative,Single,6142,4223,Yes,16,3,80,0,5,2,0,4
1588,39,Travel_Rarely,1462,Sales,6,Male,38,3,Sales Executive,Married,8237,4658,No,11,3,80,1,7,6,7,6
1590,29,Travel_Frequently,995,Research & Development,2,Male,87,2,Brand Representative,Divorced,8853,24483,No,19,3,80,1,6,4,1,3
1591,50,Travel_Rarely,264,Sales,9,Male,59,5,Manager,Married,19331,19519,Yes,16,3,80,1,1,0,0,0
1592,23,Travel_Rarely,977,Research & Development,10,Male,45,1,Research Scientist,Married,2073,12826,No,16,3,80,1,2,2,2,2
1594,36,Travel_Frequently,1302,Research & Development,6,Male,80,2,Technician,Married,5562,19711,Yes,13,3,80,1,3,2,0,2
1595,42,Travel_Rarely,1059,Research & Development,9,Male,93,5,Manager,Single,19613,26362,No,22,4,80,0,1,0,0,1
1596,35,Travel_Rarely,750,Research & Development,28,Male,46,2,Technician,Married,3407,25348,No,17,3,80,2,10,9,6,8
1597,34,Travel_Frequently,653,Research & Development,10,Male,92,2,Brand Representative,Married,5063,15332,No,14,3,80,1,8,2,7,7
1598,40,Travel_Rarely,118,Sales,14,Female,84,2,Sales Executive,Married,4639,11262,No,15,3,80,1,5,4,1,2
1599,43,Travel_Rarely,990,Research & Development,27,Male,87,1,Technician,Divorced,4876,5855,No,12,3,80,1,6,4,0,2
1601,35,Travel_Rarely,1349,Research & Development,7,Male,63,1,Technician,Married,2690,7713,No,18,3,80,1,1,0,0,1
1602,46,Travel_Rarely,563,Sales,1,Male,56,4,Manager,Single,17567,3156,No,15,3,80,0,26,0,0,12
1604,28,Travel_Rarely,329,Research & Development,24,Male,51,1,Technician,Married,2408,7324,Yes,17,3,80,3,1,1,0,0
1605,22,Non-Travel,457,Research & Development,26,Female,85,1,Research Scientist,Married,2814,10293,Yes,14,3,80,0,4,2,1,3
1606,50,Travel_Frequently,1234,Research & Development,20,Male,41,4,Brand Representative,Married,11245,20689,Yes,15,3,80,1,30,8,12,13
1607,32,Travel_Rarely,634,Research & Development,5,Female,35,1,Research Scientist,Married,3312,18783,No,17,3,80,2,3,2,0,2
1608,44,Travel_Rarely,1313,Research & Development,7,Female,31,5,Research Director,Divorced,19049,3549,Yes,14,3,80,1,22,7,1,10
1609,30,Travel_Rarely,241,Research & Development,7,Male,48,1,Research Scientist,Married,2141,5348,No,12,3,80,1,6,4,1,1
1611,45,Travel_Rarely,1015,Research & Development,5,Female,50,2,Technician,Single,5769,23447,Yes,14,3,80,0,10,7,1,4
1612,45,Non-Travel,336,Sales,26,Male,52,2,Sales Executive,Married,4385,24162,No,15,3,80,1,10,7,4,5
1613,31,Travel_Frequently,715,Sales,2,Male,54,2,Sales Executive,Single,5332,21602,No,13,3,80,0,5,2,0,3
1614,36,Travel_Rarely,559,Research & Development,12,Female,76,2,Marketing Director,Married,4663,12421,Yes,12,3,80,2,3,2,1,1
1615,34,Travel_Frequently,426,Research & Development,10,Male,42,2,Marketing Director,Divorced,4724,17000,No,13,3,80,1,9,7,7,2
1617,49,Travel_Rarely,722,Research & Development,25,Female,84,1,Technician,Married,3211,22102,No,14,3,80,1,9,6,1,4
1618,39,Travel_Rarely,1387,Research & Development,10,Male,76,2,Marketing Director,Married,5377,3835,No,13,3,80,3,7,7,7,7
1619,27,Travel_Rarely,1302,Research & Development,19,Male,67,1,Technician,Divorced,4066,16290,No,11,3,80,2,7,7,0,7
1621,35,Travel_Rarely,819,Research & Development,18,Male,48,2,Research Scientist,Married,5208,26312,No,11,3,80,0,16,15,1,10
1622,28,Travel_Rarely,580,Research & Development,27,Female,39,2,Marketing Director,Divorced,4877,20460,No,21,4,80,1,5,3,0,0
1623,21,Travel_Rarely,546,Research & Development,5,Male,97,1,Research Scientist,Single,3117,26009,No,18,3,80,0,2,2,2,2
1624,18,Travel_Frequently,544,Sales,3,Female,70,1,Sales Representative,Single,1569,18420,Yes,12,3,80,0,0,0,0,0
1625,47,Travel_Rarely,1176,Human Resources,26,Female,98,5,Manager,Married,19658,5220,No,11,3,80,1,5,2,1,0
1627,39,Travel_Rarely,170,Research & Development,3,Male,76,2,Technician,Divorced,3069,10302,No,15,3,80,1,10,8,0,7
1628,40,Travel_Rarely,884,Research & Development,15,Female,80,3,Marketing Director,Married,10435,25800,No,13,3,80,2,18,15,14,12
1630,35,Non-Travel,208,Research & Development,8,Female,52,2,Brand Representative,Married,4148,12250,No,12,3,80,1,14,11,2,9
1631,37,Travel_Rarely,671,Research & Development,19,Male,85,2,Marketing Director,Married,5768,26493,No,17,3,80,3,4,3,0,2
1633,39,Travel_Frequently,711,Research & Development,4,Female,81,2,Marketing Director,Single,5042,3140,No,13,3,80,0,9,2,3,8
1635,45,Travel_Rarely,1329,Research & Development,2,Female,59,2,Marketing Director,Divorced,5770,5388,No,19,3,80,2,10,7,3,9
1638,38,Travel_Rarely,397,Research & Development,2,Female,54,3,Marketing Director,Married,7756,14199,Yes,19,3,80,1,5,4,0,2
1639,35,Travel_Rarely,737,Sales,10,Male,55,3,Sales Executive,Married,10306,21530,No,17,3,80,0,13,12,6,0
1640,37,Travel_Rarely,1470,Research & Development,10,Female,71,1,Research Scientist,Married,3936,9953,No,11,3,80,1,8,4,7,7
1641,40,Travel_Rarely,448,Research & Development,16,Female,84,3,Marketing Director,Single,7945,19948,Yes,15,3,80,0,4,2,3,3
1642,44,Travel_Frequently,602,Human Resources,1,Male,37,2,Human Resources,Married,5743,10503,Yes,11,3,80,0,10,7,0,2
1644,48,Travel_Frequently,365,Research & Development,4,Male,89,4,Manager,Married,15202,5602,No,25,4,80,1,2,2,2,2
1645,35,Travel_Rarely,763,Sales,15,Male,59,2,Sales Executive,Divorced,5440,22098,Yes,14,3,80,2,2,2,2,2
1646,24,Travel_Frequently,567,Research & Development,2,Female,32,1,Research Scientist,Single,3760,17218,Yes,13,3,80,0,6,3,1,3
1647,27,Travel_Rarely,486,Research & Development,8,Female,86,1,Research Scientist,Married,3517,22490,No,17,3,80,0,3,2,0,2
1648,27,Travel_Frequently,591,Research & Development,2,Male,87,1,Research Scientist,Single,2580,6297,No,13,3,80,0,4,2,1,2
1649,40,Travel_Rarely,1329,Research & Development,7,Male,73,1,Technician,Single,2166,3339,Yes,14,3,80,0,4,2,0,3
1650,29,Travel_Rarely,469,Sales,10,Male,42,2,Sales Executive,Single,5869,23413,No,11,3,80,0,5,2,1,4
1651,36,Travel_Rarely,711,Research & Development,5,Female,42,3,Brand Representative,Married,8008,22792,No,12,3,80,2,3,2,0,2
1653,25,Travel_Frequently,772,Research & Development,2,Male,77,2,Marketing Director,Divorced,5206,4973,No,17,3,80,2,7,7,0,7
1654,39,Travel_Rarely,492,Research & Development,12,Male,66,2,Marketing Director,Married,5295,7693,No,21,4,80,0,5,4,1,0
1655,49,Travel_Rarely,301,Research & Development,22,Female,72,4,Research Director,Married,16413,3498,No,16,3,80,2,4,2,1,2
1656,50,Travel_Rarely,813,Research & Development,17,Female,50,3,Research Director,Divorced,13269,21981,No,15,3,80,3,14,11,1,11
1657,20,Travel_Rarely,1141,Sales,2,Female,31,1,Sales Representative,Single,2783,13251,No,19,3,80,0,2,2,2,2
1658,34,Travel_Rarely,1130,Research & Development,3,Female,66,2,Research Scientist,Divorced,5433,19332,No,12,3,80,1,11,8,7,9
1659,36,Travel_Rarely,311,Research & Development,7,Male,77,1,Technician,Single,2013,10950,No,11,3,80,0,4,3,1,3
1661,49,Travel_Rarely,465,Research & Development,6,Female,41,4,Brand Representative,Married,13966,11652,Yes,19,3,80,1,15,11,2,12
1662,36,Non-Travel,894,Research & Development,1,Female,33,2,Marketing Director,Married,4374,15411,No,15,3,80,0,3,2,1,2
1664,36,Travel_Rarely,1040,Research & Development,3,Male,79,2,Brand Representative,Divorced,6842,26308,No,20,4,80,1,5,4,0,4
1665,54,Travel_Rarely,584,Research & Development,22,Female,91,4,Manager,Married,17426,18685,No,25,4,80,1,10,8,4,7
1666,43,Travel_Rarely,1291,Research & Development,15,Male,65,4,Research Director,Married,17603,3525,No,24,4,80,1,14,10,6,11
1667,35,Travel_Frequently,880,Sales,12,Male,36,2,Sales Executive,Single,4581,10414,Yes,24,4,80,0,11,9,6,7
1668,38,Travel_Frequently,1189,Research & Development,1,Male,90,2,Research Scientist,Married,4735,9867,No,15,3,80,2,13,11,2,9
1669,29,Travel_Rarely,991,Sales,5,Male,43,2,Sales Executive,Divorced,4187,3356,Yes,13,3,80,1,10,0,0,9
1670,33,Travel_Rarely,392,Sales,2,Male,93,2,Sales Executive,Divorced,5505,3921,No,14,3,80,2,6,2,0,4
1671,32,Travel_Rarely,977,Research & Development,2,Male,45,2,Research Scientist,Divorced,5470,25518,No,13,3,80,2,9,5,1,6
1673,31,Travel_Rarely,1112,Sales,5,Female,67,2,Sales Executive,Married,5476,22589,No,11,3,80,2,10,0,0,2
1674,49,Travel_Rarely,464,Research & Development,16,Female,74,1,Technician,Divorced,2587,24941,Yes,16,3,80,1,2,2,2,2
1675,38,Travel_Frequently,148,Research & Development,2,Female,42,1,Technician,Single,2440,23826,No,22,4,80,0,4,3,3,3
1676,47,Travel_Rarely,1225,Sales,2,Female,47,4,Manager,Divorced,15972,21086,No,14,3,80,3,3,2,1,2
1677,49,Travel_Rarely,809,Research & Development,1,Male,36,4,Manager,Single,15379,22384,No,14,3,80,0,8,7,0,0
1678,41,Travel_Rarely,1206,Sales,23,Male,80,3,Sales Executive,Single,7082,11591,Yes,16,3,80,0,2,0,0,2
1680,20,Travel_Rarely,727,Sales,9,Male,54,1,Sales Representative,Single,2728,21082,No,11,3,80,0,2,2,0,2
1681,33,Non-Travel,530,Sales,16,Female,36,2,Sales Executive,Divorced,5368,16130,Yes,25,4,80,1,6,5,1,2
1682,36,Travel_Rarely,1351,Research & Development,26,Male,80,2,Brand Representative,Married,5347,7419,No,14,3,80,2,3,2,0,2
1683,44,Travel_Rarely,528,Human Resources,1,Female,44,1,Human Resources,Divorced,3195,4167,Yes,18,3,80,3,2,2,2,2
1684,23,Travel_Rarely,1320,Research & Development,8,Male,93,1,Technician,Single,3989,20586,Yes,11,3,80,0,5,4,1,2
1687,38,Travel_Rarely,1495,Research & Development,4,Female,87,1,Technician,Married,3306,26176,No,19,3,80,1,0,0,0,0
1689,53,Travel_Rarely,1395,Research & Development,24,Male,48,3,Brand Representative,Married,7005,3458,No,15,3,80,0,4,3,1,2
1691,48,Travel_Frequently,708,Sales,7,Female,95,1,Sales Representative,Married,2655,11740,Yes,11,3,80,2,9,7,7,7
1692,32,Travel_Rarely,1259,Research & Development,2,Male,95,1,Technician,Single,1393,24852,No,12,3,80,0,1,0,0,0
1693,26,Non-Travel,786,Research & Development,7,Male,76,1,Technician,Single,2570,11925,No,20,4,80,0,7,7,5,7
1694,55,Travel_Rarely,1441,Research & Development,22,Male,94,1,Research Scientist,Divorced,3537,23737,No,12,3,80,1,4,2,1,2
1696,34,Travel_Rarely,1157,Research & Development,5,Male,57,2,Technician,Married,3986,11912,No,14,3,80,1,15,10,4,13
1697,60,Travel_Rarely,370,Research & Development,1,Male,92,3,Brand Representative,Divorced,10883,20467,No,20,4,80,1,1,0,0,0
1698,33,Travel_Rarely,267,Research & Development,21,Male,79,1,Technician,Married,2028,13637,No,18,3,80,3,14,11,2,13
1700,37,Travel_Frequently,1278,Sales,1,Male,31,2,Sales Executive,Divorced,9525,7677,No,14,3,80,2,6,3,1,3
1701,34,Travel_Rarely,678,Research & Development,19,Female,35,1,Research Scientist,Married,2929,20338,No,12,3,80,0,10,9,8,7
1702,23,Travel_Rarely,427,Sales,7,Male,99,1,Sales Representative,Divorced,2275,25103,Yes,21,4,80,1,3,2,0,2
1703,44,Travel_Rarely,921,Research & Development,2,Female,96,3,Brand Representative,Married,7879,14810,Yes,19,3,80,1,8,7,6,7
1704,35,Travel_Frequently,146,Research & Development,2,Male,79,1,Research Scientist,Single,4930,13970,Yes,14,3,80,0,5,4,1,4
1706,43,Travel_Rarely,1179,Sales,2,Male,73,2,Sales Executive,Married,7847,6069,Yes,17,3,80,1,10,9,8,8
1707,24,Travel_Rarely,581,Research & Development,9,Male,62,1,Research Scientist,Married,4401,17616,No,16,3,80,1,5,3,0,4
1708,41,Travel_Rarely,918,Sales,6,Male,35,3,Sales Executive,Single,9241,15869,No,12,3,80,0,10,8,8,7
1709,29,Travel_Rarely,1082,Research & Development,9,Female,43,1,Technician,Married,2974,25412,No,17,3,80,1,5,3,1,2
1710,36,Travel_Rarely,530,Sales,2,Female,51,2,Sales Representative,Single,4502,7439,No,15,3,80,0,13,7,6,7
1712,45,Non-Travel,1238,Research & Development,1,Male,74,3,Brand Representative,Married,10748,3395,No,23,4,80,1,23,15,14,4
1714,24,Travel_Rarely,240,Human Resources,22,Male,58,1,Human Resources,Married,1555,11585,No,11,3,80,1,1,0,0,0
1716,47,Travel_Frequently,1093,Sales,9,Male,82,4,Sales Executive,Married,12936,24164,No,11,3,80,0,23,5,14,10
1718,26,Travel_Rarely,390,Research & Development,17,Male,62,1,Technician,Married,2305,6217,No,15,3,80,3,3,2,0,2
1719,45,Travel_Rarely,1005,Research & Development,28,Female,48,4,Research Director,Single,16704,17119,No,11,3,80,0,21,6,8,6
1720,32,Travel_Frequently,585,Research & Development,10,Male,56,1,Research Scientist,Married,3433,17360,No,13,3,80,1,5,2,1,3
1721,31,Travel_Rarely,741,Research & Development,2,Male,69,1,Technician,Married,3477,18103,No,14,3,80,1,5,2,0,3
1722,41,Non-Travel,552,Human Resources,4,Male,60,2,Human Resources,Married,6430,20794,No,19,3,80,1,3,2,1,2
1724,40,Travel_Rarely,369,Research & Development,8,Female,92,2,Marketing Director,Married,6516,5041,Yes,16,3,80,1,1,0,0,0
1725,24,Travel_Rarely,506,Research & Development,29,Male,91,1,Technician,Divorced,3907,3622,No,13,3,80,3,6,2,1,2
1727,46,Travel_Rarely,717,Research & Development,13,Male,34,2,Brand Representative,Single,5562,9697,No,14,3,80,0,10,7,0,9
1728,35,Travel_Rarely,1370,Research & Development,27,Male,49,2,Marketing Director,Married,6883,5151,No,16,3,80,1,7,7,0,7
1729,30,Travel_Rarely,793,Research & Development,16,Male,33,1,Research Scientist,Married,2862,3811,No,12,3,80,1,10,0,0,8
1731,47,Non-Travel,543,Sales,2,Male,87,2,Sales Executive,Married,4978,3536,No,11,3,80,1,1,0,0,0
1732,46,Travel_Rarely,1277,Sales,2,Male,74,3,Sales Executive,Divorced,10368,5596,Yes,12,3,80,1,10,6,0,3
1733,36,Travel_Rarely,1456,Sales,13,Male,96,2,Sales Executive,Divorced,6134,8658,Yes,13,3,80,3,2,2,2,2
1734,32,Travel_Rarely,964,Sales,1,Male,34,2,Sales Executive,Single,6735,12147,No,15,3,80,0,0,0,0,0
1735,23,Travel_Rarely,160,Research & Development,4,Female,51,1,Technician,Single,3295,12862,No,13,3,80,0,3,2,1,2
1736,31,Travel_Frequently,163,Research & Development,24,Female,30,2,Marketing Director,Single,5238,6670,No,20,4,80,0,5,4,1,4
1737,39,Non-Travel,792,Research & Development,1,Male,77,2,Technician,Married,6472,8989,Yes,15,3,80,1,9,8,5,8
1739,32,Travel_Rarely,371,Sales,19,Male,80,3,Sales Executive,Married,9610,3840,No,13,3,80,1,4,3,0,2
1740,40,Travel_Rarely,611,Sales,7,Male,88,5,Manager,Single,19833,4349,No,14,3,80,0,21,8,12,8
1744,45,Travel_Rarely,176,Human Resources,4,Female,56,3,Human Resources,Married,9756,6595,No,21,4,80,2,5,0,0,3
1745,30,Travel_Frequently,1312,Research & Development,2,Female,78,1,Research Scientist,Single,4968,26427,No,16,3,80,0,9,7,0,7
1746,24,Travel_Frequently,897,Human Resources,10,Male,59,1,Human Resources,Married,2145,2097,No,14,3,80,1,2,2,2,1
1747,30,Travel_Frequently,600,Human Resources,8,Female,66,1,Human Resources,Divorced,2180,9732,No,11,3,80,1,4,2,1,2
1749,31,Travel_Rarely,1003,Sales,5,Male,51,2,Sales Executive,Married,8346,20943,No,19,3,80,1,5,2,0,2
1751,27,Travel_Rarely,1054,Research & Development,8,Female,67,1,Research Scientist,Single,3445,6152,No,11,3,80,0,6,2,1,4
1752,29,Travel_Rarely,428,Sales,9,Female,52,1,Sales Representative,Single,2760,14630,No,13,3,80,0,2,2,2,2
1753,29,Travel_Frequently,461,Research & Development,1,Male,70,2,Brand Representative,Single,6294,23060,Yes,12,3,80,0,3,2,0,2
1754,30,Travel_Rarely,979,Sales,15,Male,94,3,Sales Executive,Divorced,7140,3088,No,11,3,80,1,7,7,1,7
1755,34,Travel_Rarely,181,Research & Development,2,Male,97,1,Research Scientist,Married,2932,5586,Yes,14,3,80,3,5,0,1,2
1756,33,Non-Travel,1283,Sales,2,Female,62,2,Sales Executive,Single,5147,10697,No,15,3,80,0,11,7,1,7
1757,49,Travel_Rarely,1313,Sales,11,Female,80,2,Sales Executive,Single,4507,8191,No,12,3,80,0,5,1,0,4
1758,33,Travel_Rarely,211,Sales,16,Female,74,3,Sales Executive,Single,8564,10092,Yes,20,4,80,0,0,0,0,0
1760,38,Travel_Frequently,594,Research & Development,2,Female,75,1,Technician,Married,2468,15963,No,14,3,80,1,6,1,0,5
1761,31,Travel_Rarely,1079,Sales,16,Male,70,3,Sales Executive,Married,8161,19002,No,13,3,80,3,1,0,0,0
1762,29,Travel_Rarely,590,Research & Development,4,Female,91,1,Research Scientist,Divorced,2109,10007,No,13,3,80,1,1,0,0,0
1763,30,Travel_Rarely,305,Research & Development,16,Male,58,2,Brand Representative,Married,5294,9128,No,16,3,80,1,7,0,1,7
1764,32,Non-Travel,953,Research & Development,5,Male,65,1,Research Scientist,Single,2718,17674,No,14,3,80,0,7,7,0,7
1766,38,Travel_Rarely,833,Research & Development,18,Male,60,2,Brand Representative,Married,5811,24539,Yes,16,3,80,1,1,0,1,0
1767,43,Travel_Frequently,807,Research & Development,17,Male,38,1,Research Scientist,Married,2437,15587,Yes,16,3,80,1,1,0,0,0
1768,42,Travel_Rarely,855,Research & Development,12,Male,57,1,Technician,Divorced,2766,8952,No,22,4,80,3,5,3,0,4
1770,55,Travel_Rarely,478,Research & Development,2,Male,60,5,Research Director,Married,19038,19805,No,12,3,80,3,1,0,0,0
1771,33,Non-Travel,775,Research & Development,4,Male,90,2,Research Scientist,Divorced,3055,6194,No,15,3,80,2,9,8,1,7
1772,41,Travel_Rarely,548,Research & Development,9,Male,94,1,Technician,Divorced,2289,20520,No,20,4,80,2,5,3,0,4
1774,34,Non-Travel,1375,Sales,10,Male,87,2,Sales Executive,Divorced,4001,12313,Yes,14,3,80,1,15,14,0,7
1775,53,Non-Travel,661,Research & Development,1,Female,60,4,Marketing Director,Married,12965,22308,Yes,20,4,80,3,3,2,0,2
1778,43,Travel_Rarely,244,Human Resources,2,Male,97,1,Human Resources,Single,3539,5033,No,13,3,80,0,9,7,1,8
1779,34,Travel_Rarely,511,Sales,3,Female,32,2,Sales Executive,Single,6029,25353,No,12,3,80,0,2,2,2,2
1780,21,Travel_Rarely,337,Sales,7,Male,31,1,Sales Representative,Single,2679,4567,No,13,3,80,0,1,0,1,0
1782,38,Travel_Rarely,1153,Research & Development,6,Female,40,1,Technician,Married,3702,16376,No,11,3,80,1,5,4,0,4
1783,22,Travel_Rarely,1294,Research & Development,8,Female,79,1,Technician,Married,2398,15999,Yes,17,3,80,0,1,0,0,0
1784,31,Travel_Rarely,196,Sales,29,Female,91,2,Sales Executive,Married,5468,13402,No,14,3,80,2,12,7,5,7
1786,51,Travel_Rarely,942,Research & Development,3,Female,53,3,Manager,Married,13116,22984,No,11,3,80,0,2,2,2,2
1787,37,Travel_Rarely,589,Sales,9,Male,46,2,Sales Executive,Married,4189,8800,No,14,3,80,2,5,2,0,3
1789,46,Travel_Rarely,734,Research & Development,2,Male,46,5,Research Director,Divorced,19328,14218,Yes,17,3,80,1,2,1,2,2
1790,36,Travel_Rarely,1383,Research & Development,10,Male,90,3,Brand Representative,Married,8321,25949,Yes,13,3,80,1,12,8,5,7
1792,44,Travel_Frequently,429,Research & Development,1,Male,99,1,Research Scientist,Divorced,2342,11092,Yes,12,3,80,3,5,3,2,3
1794,37,Travel_Rarely,1239,Human Resources,8,Male,89,2,Human Resources,Divorced,4071,12832,No,13,3,80,0,10,0,4,7
1797,35,Travel_Rarely,303,Sales,27,Male,84,2,Sales Executive,Single,5813,13492,Yes,18,3,80,0,10,7,7,7
1798,33,Travel_Rarely,867,Research & Development,8,Male,90,1,Research Scientist,Married,3143,6076,No,19,3,80,1,10,8,7,6
1799,28,Travel_Rarely,1181,Research & Development,1,Male,82,1,Research Scientist,Married,2044,5531,No,11,3,80,1,5,3,0,3
1800,39,Travel_Rarely,1253,Research & Development,10,Male,65,3,Research Director,Single,13464,7914,No,21,4,80,0,4,3,2,2
1801,46,Non-Travel,849,Sales,26,Male,98,2,Sales Executive,Single,7991,25166,No,15,3,80,0,2,2,2,2
1802,40,Travel_Rarely,616,Research & Development,2,Female,99,1,Technician,Married,3377,25605,No,17,3,80,1,4,3,0,2
1803,42,Travel_Rarely,1128,Research & Development,13,Male,95,2,Brand Representative,Married,5538,5696,No,18,3,80,2,0,0,0,0
1804,35,Non-Travel,1180,Research & Development,2,Male,90,2,Marketing Director,Divorced,5762,24442,No,14,3,80,1,7,7,1,7
1805,38,Non-Travel,1336,Human Resources,2,Male,100,1,Human Resources,Divorced,2592,7129,No,13,3,80,3,11,10,3,8
1807,34,Travel_Frequently,234,Research & Development,9,Male,93,2,Technician,Married,5346,6208,No,17,3,80,1,7,1,0,7
